,SYMBOL,IND,NAME,TOTAL VALUE,ERP,SHARPE RATIO,SORTINO RATIO,MAX DD,OPEN DATE,BASE,ADJBASE,PNL,PNL RATIO,AVG TRANS,AVG DAYS,WIN RATE,TOTAL PNL RATIO,STRATEGY,pnl_growth
34,OXY,石油天然气勘探生产<span style='color:#ff4444;'><b>↑14</b></span>/13,西方石油公司,524.4,-1.0,3.7539526009746695,7.990153866158485,-0.03704487590646499,2026-01-23,44.099998474121094,53.2400016784668,2065.640724182129,0.20725631565972208,6,17.833333333333332,0.3333333333333333,0.018506154372918086,多头排列,296.5304069519043
35,DVN,石油天然气勘探生产<span style='color:#ff4444;'><b>↑14</b></span>/13,德文能源,273.4,5.3,1.1226589592969178,2.819890014632203,-0.052046267798880774,2026-01-14,37.91999816894531,44.52000045776367,1735.8006019592285,0.17405070167496606,3,39.666666666666664,0.3333333333333333,0.03320813575101769,连续上涨,296.5304069519043
36,INVX,石油天然气设备服务<span style='color:#00a859;'><b>↓4</b></span>/14,"Innovex International, Inc.",18.4,0.4,1.8502694411528744,2.3163602774992063,-0.12068378415882086,2026-01-05,23.90999984741211,26.920000076293945,1258.1800956726074,0.12588875985323866,1,59.0,1.0,0.12588875985323866,成交量放大,238.25987243652344
37,CBZ,专业商业服务<span style='color:#ff4444;'><b>↑6</b></span>/15,"CBIZ, Inc.",16.0,2.0,-2.6687647824059164,-4.201996375274368,-0.28717009771785007,2026-02-26,31.799999237060547,29.190000534057617,-819.5395927429199,-0.08207543288117973,4,19.0,0.0,-0.07112628368000853,连续上涨,172.70035934448242
38,RVLV,互联网零售<span style='color:#ff4444;'><b>↑3</b></span>/16,Revolve,18.0,-0.8,-0.7031822671987698,-1.6602319360424034,-0.10909765765745427,2026-02-26,26.299999237060547,25.559999465942383,-281.19991302490234,-0.02813687424277169,3,25.666666666666668,0.3333333333333333,0.038355635025994116,突破半年线,151.9998550415039
39,RDW,航空航天国防<span style='color:#00a859;'><b>↓5</b></span>/17,Redwire Corp.,17.0,-30.4,-0.6648629515783028,-1.1122381534590653,-0.21803768610826402,2026-02-26,9.550000190734863,9.069999694824219,-502.5605192184448,-0.050261831028687025,3,31.0,0.3333333333333333,0.1492320983675071,连续上涨,117.00019836425781
40,BBAI,信息技术服务/18,"BigBear.ai Holdings, Inc.",18.8,-28.1,-0.9380038669357571,-2.117833657760133,-0.23819299274561279,2026-03-02,4.099999904632568,4.039999961853027,-146.33986043930054,-0.014634132725648943,4,18.0,0.25,-0.018477946839523546,连续上涨,-95.9395079612732
41,INOD,信息技术服务/18,"Innodata, Inc.",14.3,-1.9,-0.8684959296891078,-1.4553302523774978,-0.11481477760392722,2026-02-26,47.58000183105469,44.40999984741211,-665.7004165649414,-0.06662467132511898,3,8.0,0.0,-0.08181493735372944,连续上涨,-95.9395079612732
42,NIO,汽车制造<span style='color:#00a859;'><b>↓5</b></span>/19,蔚来汽车,115.8,-34.9,1.580705586284462,3.988652753970639,-0.13396226652749021,2026-02-20,5.070000171661377,4.71999979019165,-690.2007522583008,-0.06903360347521166,3,11.666666666666666,0.0,-0.05877284809890458,连续上涨,-295.8001880645752
43,UTI,教育培训服务<span style='color:#00a859;'><b>↓15</b></span>/20,"Universal Technical Institute, Inc.",19.2,-1.3,4.357185080123255,4.357185080123255,-0.06480000813802089,2026-02-13,30.350000381469727,35.06999969482422,1552.879774093628,0.15551892105531243,3,22.0,0.3333333333333333,-0.0024365980838517492,多头排列,-371.7703514099121
44,NNE,专业工业机械<span style='color:#ff4444;'><b>↑9</b></span>/21,"NANO Nuclear Energy, Inc.",13.2,-8.4,-1.0810153469169543,-2.263874017854058,-0.16301370220932376,2026-02-25,27.200000762939453,25.56999969482422,-598.210391998291,-0.05992650817628445,4,19.0,0.25,-0.04179940810184272,连续上涨,-374.3401679992676
45,NAT,石油天然气<span style='color:#00a859;'><b>↓16</b></span>/22,Nordic American Tankers Ltd.,11.7,-4.0,8.860261749301682,15.049433772854421,-0.06375840805515565,2026-01-07,3.759999990463257,5.579999923706055,4839.3798224925995,0.48404253666462427,1,57.0,1.0,0.48404253666462427,均线收敛,-398.85025358200073
46,LULU,服装零售<span style='color:#ff4444;'><b>↑1</b></span>/23,"lululemon athletica, Inc.",201.1,4.1,-0.6844330131773028,-0.9226072423550314,-0.07538713372083983,2026-02-18,182.1300048828125,173.17999267578125,-483.3006591796875,-0.0491407893652116,5,21.4,0.2,-0.01549546281632065,连续上涨,-647.4602966308594
47,ARLO,建筑产品设备<span style='color:#00a859;'><b>↓8</b></span>/24,"Arlo Technologies, Inc.",15.2,-3.9,1.660911057108856,5.0504703318324005,-0.10016026008411294,2026-02-26,12.34000015258789,14.229999542236328,1530.8995056152344,0.15316040245364787,4,15.25,0.25,-0.006807435153301931,连续上涨,-1182.6000308990479
48,COST,折扣商店<span style='color:#00a859;'><b>↓14</b></span>/25,开市客公司,4354.6,-2.2,0.1504221161963795,0.2447439953133783,-0.03525839862655322,2025-12-30,865.6500244140625,982.5700073242188,1286.1198120117188,0.13506611172257119,5,21.4,0.2,0.003670631137777233,连续上涨,-1240.659912109375
49,TER,半导体设备材料<span style='color:#00a859;'><b>↓18</b></span>/26,泰瑞达公司,468.3,-3.0,2.7508921500694243,6.528632609001361,-0.11259554658083326,2025-07-30,107.52999877929688,305.5799865722656,18220.598876953125,1.8418114948504956,1,218.0,1.0,1.8418114948504956,多头排列,-1329.401123046875
50,INSP,医疗设备<span style='color:#00a859;'><b>↓14</b></span>/27,"Inspire Medical Systems, Inc.",17.7,3.9,-1.0575439742326151,-1.463385788843303,-0.1537897376421089,2026-03-03,65.80000305175781,62.459999084472656,-504.3405990600586,-0.05075993635833015,4,13.25,0.25,-0.007060280763352292,连续上涨,-1760.8905687332153
51,ATEC,医疗设备<span style='color:#00a859;'><b>↓14</b></span>/27,ALPHATEC控股公司,18.7,-11.8,-3.2014868012304056,-6.059396130111777,-0.10470087400447503,2026-02-24,13.930000305175781,12.569999694824219,-975.1204376220703,-0.0976310538806123,4,23.0,0.25,0.002268416236955779,连续上涨,-1760.8905687332153
52,ENOV,医疗设备<span style='color:#00a859;'><b>↓14</b></span>/27,Enovis Corp.,13.9,-89.2,1.4593216084855987,3.157580462321496,-0.056998882067432755,2026-02-04,22.809999465942383,24.31999969482422,661.3801002502441,0.06619904709495578,3,17.666666666666668,0.3333333333333333,-0.057881594220605626,连续上涨,-1760.8905687332153
53,POET,半导体<span style='color:#00a859;'><b>↓3</b></span>/28,"POET Technologies, Inc.",10.0,-13.6,2.5193007173808977,6.832805358364807,-0.11111111964281928,2026-02-24,6.110000133514404,6.639999866485596,867.0795631408691,0.08674299859079404,2,33.0,1.0,0.26034384044192455,连续上涨,-4371.609540939331
54,UAMY,工业金属采矿<span style='color:#00a859;'><b>↓27</b></span>/29,United States Antimony Corp.,12.8,-4.6,1.9060619265642649,4.7161380583772825,-0.15795583169652472,2026-02-25,9.149999618530273,9.260000228881836,120.12066650390625,0.012021925129788304,3,21.333333333333332,0.6666666666666666,-0.023252970633751396,连续上涨,-8717.758330345154
55,SGML,工业金属采矿<span style='color:#00a859;'><b>↓27</b></span>/29,Sigma Lithium Corp.,13.7,-6.6,0.6371453089328545,1.6773987337148961,-0.24557118214246398,2026-02-11,13.619999885559082,12.350000381469727,-932.1796360015869,-0.0932451919794729,3,42.333333333333336,0.3333333333333333,0.19399372520582203,连续上涨,-8717.758330345154
56,SMCI,计算机硬件<span style='color:#00a859;'><b>↓1</b></span>/30,超微电脑,191.3,0.4,-0.38740697900920784,-0.8572973119188371,-0.13583484114471533,2026-02-25,33.599998474121094,32.2400016784668,-403.9190483093262,-0.040476096946902365,5,19.6,0.2,-0.04417747282374607,连续上涨,-66976.80229949951
