,SYMBOL,IND,NAME,TOTAL VALUE,ERP,SHARPE RATIO,SORTINO RATIO,MAX DD,OPEN DATE,BASE,ADJBASE,PNL,PNL RATIO,AVG TRANS,AVG DAYS,WIN RATE,TOTAL PNL RATIO,STRATEGY,pnl_growth
198,SH601939,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,建设银行,23465.6,12.8,1.7101241121204267,2.7476814920028803,-0.042363445164844804,2026-03-05,8.9399995803833,8.970000267028809,33.000755310058594,0.0033557816614820848,5,17.8,0.4,0.006289832985839474,连续上涨,433.0021619796753
199,SH601288,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,农业银行,23448.9,10.8,-0.6479996613107574,-1.20254012273073,-0.05743738861217351,2026-03-03,6.730000019073486,6.699999809265137,-42.00029373168945,-0.004457683465575935,5,15.2,0.2,0.012625488336667693,突破年线,433.0021619796753
200,SH601988,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,中国银行,17367.2,11.9,0.24224814687535995,0.3148376862508338,-0.02767529395866697,2026-03-03,5.420000076293945,5.389999866485596,-54.0003776550293,-0.005535093982667058,4,22.75,0.25,0.003551926247523951,连续上涨,433.0021619796753
201,SH601916,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,浙商银行,829.4,17.0,2.847564314140032,4.5489436581798754,-0.016611279891927677,2026-02-05,2.9700000286102295,3.0199999809265137,164.9998426437378,0.016835000617720856,5,14.4,0.2,-0.009498053557018854,连续上涨,433.0021619796753
202,SH600015,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,华夏银行,1091.8,23.2,4.876216617526028,7.030084596452606,-0.013353068072256336,2026-02-04,6.480000019073486,6.860000133514404,570.000171661377,0.05864199279666832,4,23.5,0.5,0.009285531026084898,连续上涨,433.0021619796753
203,SH600036,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,招商银行,9886.2,13.4,1.4126700000980168,3.2132963512122426,-0.02795267277620228,2026-02-04,39.0099983215332,39.20000076293945,38.00048828125,0.004870608807521281,5,19.4,0.2,-0.015133270113635647,连续上涨,433.0021619796753
204,SH601009,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,南京银行,1387.2,13.9,3.893908483109371,12.731963610364073,-0.031468502612059024,2026-02-02,10.619999885559082,11.220000267028809,540.0003433227539,0.0564972116699924,7,17.0,0.42857142857142855,-0.007327425518632926,连续上涨,433.0021619796753
205,SH600919,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,江苏银行,1936.1,19.3,3.2685862021334384,11.355627952364896,-0.021925600310267024,2026-01-29,10.130000114440918,10.550000190734863,378.0000686645508,0.04146101397325852,4,20.25,0.5,0.0040485620310850585,连续上涨,433.0021619796753
206,SH601077,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,渝农商行,756.4,17.1,1.528353272054711,3.17591674306341,-0.03994089476655738,2026-01-29,6.46999979019165,6.659999847412109,285.0000858306885,0.02936631582407376,4,31.5,0.5,-0.0008818834540879061,连续上涨,433.0021619796753
207,SH601838,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,成都银行,718.0,15.8,3.185788490018743,7.570400861526559,-0.029020642262138407,2026-01-28,15.779999732971191,16.940000534057617,696.0004806518555,0.07351082514042673,4,17.0,0.25,-0.0005377807555625253,连续上涨,433.0021619796753
