,symbol,buy_date,price,adjbase,size,p&l,p&l_ratio,industry
177,TMUS,2026-01-30,197.2100067138672,220.5399932861328,50.0,1166.4993286132812,0.11830021691604727,电信服务
178,T,2026-01-28,24.06999969482422,28.969999313354492,415.0,2033.4998416900635,0.20357289907169887,电信服务
179,TIGO,2026-01-22,60.560001373291016,71.05000305175781,165.0,1730.8502769470215,0.17321666843774608,电信服务
180,CMCSA,2025-11-11,27.450000762939453,31.600000381469727,364.0,1510.5998611450195,0.15118395275723392,电信服务
181,MRNA,2026-02-19,49.70000076293945,53.83000183105469,201.0,830.1302146911621,0.08309861176490996,生物技术
182,RVMD,2026-02-19,102.73999786376953,99.63999938964844,97.0,-300.6998519897461,-0.030173238646856972,生物技术
183,JAZZ,2026-02-12,166.2899932861328,183.6300048828125,60.0,1040.4006958007812,0.1042757369461371,生物技术
184,ROIV,2026-02-06,25.81999969482422,29.719999313354492,387.0,1509.2998523712158,0.1510456880180387,生物技术
185,PCVX,2026-01-14,48.5099983215332,58.25,206.0,2006.4403457641602,0.20078338518810643,生物技术
186,DNTH,2026-01-13,44.86000061035156,61.43000030517578,222.0,3678.5399322509766,0.3693713657908566,生物技术
187,ASND,2025-12-04,208.5800018310547,237.35000610351562,47.0,1352.190200805664,0.13793270697046028,生物技术
188,ERAS,2025-11-12,2.6500000953674316,15.539999961853027,3773.0,48633.96949625015,4.864150717963787,生物技术
189,VST,2026-02-19,172.5,167.39999389648438,57.0,-290.7003479003906,-0.029565252774003622,独立发电商
190,NRG,2026-02-13,172.35000610351562,160.4600067138672,58.0,-689.6199645996094,-0.06898751939995379,独立发电商
191,CCI,2026-02-27,89.54000091552734,90.11000061035156,111.0,63.26996612548828,0.006365866528881996,特殊品类REIT
192,GLPI,2026-02-10,46.400001525878906,49.36000061035156,215.0,636.3998031616211,0.06379308161922713,特殊品类REIT
193,AMT,2026-02-10,178.50999450683594,187.63999938964844,56.0,511.2802734375,0.051145623011393186,特殊品类REIT
194,EQIX,2025-12-11,754.1300048828125,953.0,13.0,2585.3099365234375,0.2637078405971803,特殊品类REIT
195,AZO,2026-03-05,3742.02001953125,3742.02001953125,2.0,0.0,0.0,汽车零部件
196,ORLY,2026-03-04,94.2699966430664,94.36000061035156,106.0,9.540420532226562,0.0009547466902532883,汽车零部件
197,ALSN,2025-11-21,84.31999969482422,122.13999938964844,118.0,4462.759963989258,0.4485294097687919,汽车零部件
198,NIO,2026-02-20,5.070000171661377,4.71999979019165,1972.0,-690.2007522583008,-0.06903360347521166,汽车制造
199,SFM,2026-02-13,68.95999908447266,76.91000366210938,145.0,1152.7506637573242,0.11528429064940023,杂货店
200,KR,2026-02-04,66.80000305175781,71.56999969482422,149.0,710.7294998168945,0.07140713211301097,杂货店
201,BURL,2026-03-05,321.4700012207031,321.4700012207031,31.0,0.0,0.0,服装零售
202,TJX,2026-02-05,155.39999389648438,160.92999267578125,64.0,353.919921875,0.0355855791280181,服装零售
203,FIGS,2026-02-19,11.109999656677246,16.969999313354492,900.0,5273.9996910095215,0.5274527306718065,服装制造
204,KTB,2026-02-02,61.290000915527344,78.79000091552734,163.0,2852.5,0.2855278143023573,服装制造
205,EXPE,2026-03-02,213.24000549316406,251.5399932861328,46.0,1761.7994384765625,0.17960976742798176,旅行服务
206,BKNG,2026-03-02,4179.77978515625,4613.27978515625,2.0,867.0,0.10371359791238254,旅行服务
207,ABNB,2026-02-26,136.97000122070312,135.85000610351562,73.0,-81.7596435546875,-0.008176937338146215,旅行服务
208,NLY,2026-02-24,23.020000457763672,22.969999313354492,434.0,-21.700496673583984,-0.002172073997171291,抵押贷款REIT
209,BJ,2026-02-03,95.80000305175781,98.47000122070312,104.0,277.6798095703125,0.027870543673185418,折扣商店
210,COST,2025-12-30,865.6500244140625,982.5700073242188,11.0,1286.1198120117188,0.13506611172257119,折扣商店
211,TGT,2025-11-28,90.62000274658203,120.36000061035156,110.0,3271.3997650146484,0.328183590403734,折扣商店
212,WMT,2025-11-20,107.11000061035156,123.30999755859375,93.0,1506.5997161865234,0.1512463528702151,折扣商店
213,JLL,2026-02-27,315.54998779296875,309.3599853515625,31.0,-191.89007568359375,-0.019616551040615122,房地产
214,PENN,2026-02-26,14.640000343322754,15.470000267028809,683.0,566.8899478912354,0.05669398253017217,度假村与赌场
215,CZR,2026-02-18,21.420000076293945,26.59000015258789,466.0,2409.2200355529785,0.24136321465356644,度假村与赌场
216,MGM,2026-02-04,36.93000030517578,37.130001068115234,270.0,54.000205993652344,0.005415671846377504,度假村与赌场
217,WM,2026-02-27,240.83999633789062,246.08999633789062,41.0,215.25,0.021798704865592267,废物管理
218,CLH,2026-01-02,243.44000244140625,289.739990234375,41.0,1898.2994995117188,0.19019054932893673,废物管理
219,NXST,2026-02-05,218.10000610351562,253.63999938964844,45.0,1599.2996978759766,0.16295273861324266,广播媒体
220,APP,2026-02-20,418.67999267578125,508.55999755859375,23.0,2067.2401123046875,0.21467470730662325,广告代理
